,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff
510,HD 141937 b,109,9.69 Jupiters,7.25,2002,HD 131496 b,HD 131496,1,1.0,Radial Velocity,2011.0,W. M. Keck Observatory,0.0,896.0,16.0,-16.0,0.0,2.01,0.12,-0.12,0.0,13.4,,,0.0,1.2,,,0.0,572.094,31.783,-31.783,0,1.8,0.1,-0.1,0.0,Msini,0.181,0.06,-0.06,0.0,,,,,,,,,0,K0,4846.0
511,HD 142022 A b,112,4.44 Jupiters,7.7,2005,HD 131664 b,HD 131664,1,1.0,Radial Velocity,2008.0,La Silla Observatory,0.0,1951.0,41.0,-41.0,0.0,3.17,0.07,-0.07,0.0,12.1,,,0.0,1.08,,,0.0,6076.9096,540.311,-540.311,0,19.12,1.7,-1.7,0.0,Msini,0.64,0.0,0.0,0.0,,,,,,,,,0,G3 V,5892.0
512,HD 142245 b,318,3.07 Jupiters,7.63,2011,HD 13167 b,HD 13167,1,1.0,Radial Velocity,2018.0,W. M. Keck Observatory,0.0,2613.0,17.0,-17.0,0.0,4.1,0.34,-0.34,0.0,13.1,,,0.0,1.17,,,0.0,1052.0173,50.8528,-50.8528,0,3.31,0.16,-0.16,0.0,Msini,0.563,0.033,-0.033,0.0,,,,,,,,,0,G3 V,5671.0
513,HD 142415 b,116,1.67 Jupiters,7.327,2003,HD 13189 b,HD 13189,1,1.0,Radial Velocity,2005.0,Thueringer Landessternwarte Tautenburg,0.0,471.60001,6.0,-6.0,0.0,1.25,0.08,-0.08,0.0,12.4,,,0.0,1.11,,,0.0,3480.2385,928.0636,-928.0636,0,10.95,2.92,-2.92,0.0,Msini,0.27,0.06,-0.06,0.0,,,,,,,,,0,K2,4175.0
514,HD 142 b,85,1.25 Jupiters,5.7,2001,HD 132406 b,HD 132406,1,1.0,Radial Velocity,2007.0,Haute-Provence Observatory,0.0,974.0,39.0,-39.0,0.0,1.98,0.06,-0.06,0.0,12.8,,,0.0,1.14,,,0.0,1709.9254,416.3573,-416.3573,0,5.38,1.31,-1.31,0.0,Msini,0.34,0.09,-0.09,0.0,,,,,,,,,0,G0,5783.0
515,HD 142 c,85,5.3 Jupiters,5.7,2012,HD 132563 b,HD 132563,3,1.0,Radial Velocity,2011.0,Roque de los Muchachos Observatory,0.0,1544.0,34.0,-34.0,0.0,2.62,0.04,-0.04,0.0,13.6,,,0.0,1.21,,,0.0,473.547,28.6035,-28.6035,0,1.49,0.09,-0.09,0.0,Msini,0.22,0.09,-0.09,0.0,,,,,,,,,0,F8,6289.0
516,HD 143105 b,159,1.21 Jupiters,6.75,2016,HD 133131 A b,HD 133131 A,2,3.0,Radial Velocity,2016.0,Las Campanas Observatory,0.0,649.0,3.0,-3.0,0.0,1.44,0.005,-0.005,0.0,13.6,,,0.0,1.21,,,0.0,451.3186,12.7132,-12.7132,0,1.42,0.04,-0.04,0.0,Msini,0.33,0.03,-0.03,0.0,,,,,,,,,0,G2 V,5799.0
517,HD 143361 b,224,3.532 Jupiters,9.2,2008,HD 133131 A c,HD 133131 A,2,3.0,Radial Velocity,2016.0,Las Campanas Observatory,0.0,3568.0,1084.0,-1084.0,0.0,4.49,0.92,-0.92,0.0,14.3,,,0.0,1.28,,,0.0,133.4886,47.6745,-47.6745,0,0.42,0.15,-0.15,0.0,Msini,0.49,0.22,-0.22,0.0,,,,,,,,,0,G2 V,5799.0
518,HD 145377 b,175,6.02 Jupiters,8.095,2008,HD 133131 B b,HD 133131 B,2,3.0,Radial Velocity,2016.0,Las Campanas Observatory,0.0,5769.0,831.0,-831.0,0.0,6.15,0.59,-0.59,0.0,13.3,,,0.0,1.18,,,0.0,794.575,15.8915,-15.8915,0,2.5,0.05,-0.05,0.0,Msini,0.61,0.04,-0.04,0.0,,,,,,,,,0,G2 V,5805.0
519,HD 145457 b,443,2.23 Jupiters,6.566,2010,HD 134060 b,HD 134060,1,2.0,Radial Velocity,2019.0,La Silla Observatory,0.0,3.2696,0.0001,-0.0001,0.0,0.0444,0.0013,-0.0014,0.0,3.16,,,0.0,0.282,,,0.0,10.1,0.79,-0.75,0,0.0318,0.0025,-0.0024,0.0,Msini,0.45,0.04,-0.04,0.0,,,,,,,,,0,G3 IV,5966.0
520,HD 145934 b,748,2.28 Jupiters,8.5,2015,HD 134060 c,HD 134060,1,2.0,Radial Velocity,2019.0,La Silla Observatory,0.0,1291.5646,48.0333,-44.2197,0.0,2.3928,0.0929,-0.0951,0.0,5.91,,,0.0,0.527,,,0.0,29.29,4.43,-4.24,0,0.0922,0.0139,-0.0133,0.0,Msini,0.11,0.13,-0.07,0.0,,,,,,,,,0,G3 IV,5966.0
521,HD 1461 b,77,6.44 Earths,6.47,2010,HD 134987 b,HD 134987,1,2.0,Radial Velocity,1999.0,W. M. Keck Observatory,0.0,258.17999,0.07,-0.07,0.0,0.81,0.02,-0.02,0.0,13.5,,,0.0,1.21,,,0.0,511.7063,22.2481,-22.2481,0,1.61,0.07,-0.07,0.0,Msini,0.23,0.0,0.0,0.0,,,,,,,,,0,G5 V,5736.0
522,HD 1461 c,77,5.59 Earths,6.47,2015,HD 134987 c,HD 134987,1,2.0,Radial Velocity,2009.0,Multiple Observatories,0.0,5000.0,400.0,-400.0,0.0,5.8,0.5,-0.5,0.0,13.9,,,0.0,1.24,,,0.0,260.0,10.0,-10.0,0,0.82,0.03,-0.03,0.0,Msini,0.12,0.02,-0.02,0.0,,,,,,,,,0,G5 V,5585.0
523,HD 147018 b,140,2.12 Jupiters,8.3,2009,HD 136352 b,HD 136352,1,3.0,Radial Velocity,2019.0,La Silla Observatory,0.0,11.57797,8e-05,-0.00013,0.0,0.0964,0.0028,-0.0028,0.0,1.664,0.043,-0.043,0.0,0.148,0.004,-0.004,0.0,4.72,0.42,-0.42,0,0.01485,0.00132,-0.00132,0.0,Mass,0.0,,,0.0,111.6,7.3,-6.8,0.0,905,14.0,-14.0,0.0,0,G4 V,5664.0
524,HD 147018 c,140,6.56 Jupiters,8.3,2009,HD 136352 c,HD 136352,1,3.0,Radial Velocity,2019.0,La Silla Observatory,0.0,27.59221,0.00011,-0.00011,0.0,0.1721,0.005,-0.005,0.0,2.916,0.075,-0.073,0.0,0.26,0.007,-0.007,0.0,11.24,0.65,-0.63,0,0.03536,0.00205,-0.00198,0.0,Mass,0.0,,,0.0,35.1,2.3,-2.1,0.0,677,11.0,-11.0,0.0,0,G4 V,5664.0
525,HD 147379 b,35,28.55 Earths,8.896,2017,HD 136352 d,HD 136352,1,3.0,Radial Velocity,2019.0,La Silla Observatory,0.0,107.245,0.05,-0.05,0.0,0.425,0.012,-0.012,0.0,2.562,0.088,-0.079,0.0,0.229,0.008,-0.007,0.0,8.82,0.93,-0.92,0,0.02775,0.00293,-0.00289,0.0,Mass,0.0,,,0.0,5.74,0.38,-0.35,0.0,431,7.0,-7.0,0.0,0,G4 V,5664.0
526,HD 147513 b,42,1.21 Jupiters,5.39,2003,HD 136418 b,HD 136418,1,1.0,Radial Velocity,2009.0,W. M. Keck Observatory,0.0,464.29999,3.2,-3.2,0.0,1.29,0.03,-0.03,0.0,13.3,,,0.0,1.19,,,0.0,680.1562,47.6745,-47.6745,0,2.14,0.15,-0.15,0.0,Msini,0.25,0.04,-0.04,0.0,,,,,,,,,0,G5,4989.0
527,HD 147873 b,357,5.14 Jupiters,7.96,2016,HD 136925 b,HD 136925,1,1.0,Radial Velocity,2021.0,Multiple Observatories,0.0,4540.0,160.0,-140.0,0.0,5.13,0.12,-0.11,0.0,13.9,,,0.0,1.24,,,0.0,266.97586,24.79062,-23.5193,0,0.84,0.078,-0.074,0.0,Msini,0.103,0.094,-0.07,0.0,,,,,,,,,0,,5773.19
528,HD 147873 c,357,2.3 Jupiters,7.96,2016,HD 137388 b,HD 137388,1,1.0,Radial Velocity,2011.0,La Silla Observatory,0.0,330.0,3.0,-3.0,0.0,0.89,0.02,-0.02,0.0,9.32,,,0.0,0.832,,,0.0,63.566,6.3566,-6.3566,0,0.2,0.02,-0.02,0.0,Msini,0.36,0.12,-0.12,0.0,,,,,,,,,0,K2 IV,5181.0
529,HD 14787 b,390,1.121 Jupiters,7.63,2018,HD 13808 b,HD 13808,1,2.0,Radial Velocity,2021.0,La Silla Observatory,0.0,14.1815,0.0015,-0.0015,0.0,0.10519,0.00093,-0.0011,0.0,3.35,,,0.0,0.299,,,0.0,11.2,1.2,-0.66,0,0.03524,0.00378,-0.00208,0.0,Msini,0.071,0.027,-0.047,0.0,,,,,,,,,0,K2 V,5035.0
530,HD 148156 b,187,0.85 Jupiters,7.689,2009,HD 13808 c,HD 13808,1,2.0,Radial Velocity,2021.0,La Silla Observatory,0.0,53.753,0.05,-0.082,0.0,0.2554,0.0028,-0.0023,0.0,3.13,,,0.0,0.279,,,0.0,9.96,1.8,-0.96,0,0.03134,0.00566,-0.00302,0.0,Msini,0.156,0.05,-0.061,0.0,,,,,,,,,0,K2 V,5035.0
531,HD 148164 b,252,1.23 Jupiters,8.23,2018,HD 13908 b,HD 13908,1,2.0,Radial Velocity,2013.0,Haute-Provence Observatory,0.0,19.382,0.006,-0.006,0.0,0.154,0.0025,-0.0025,0.0,13.9,,,0.0,1.24,,,0.0,274.91,11.12,-11.12,0,0.865,0.035,-0.035,0.0,Msini,0.02,0.018,-0.018,0.0,,,,,,,,,0,F8 V,6255.0
532,HD 148164 c,252,5.16 Jupiters,8.23,2018,HD 13908 c,HD 13908,1,2.0,Radial Velocity,2013.0,Haute-Provence Observatory,0.0,931.0,17.0,-17.0,0.0,2.03,0.04,-0.04,0.0,12.8,,,0.0,1.15,,,0.0,1630.4,79.45,-79.45,0,5.13,0.25,-0.25,0.0,Msini,0.12,0.02,-0.02,0.0,,,,,,,,,0,F8 V,6255.0
533,HD 148284 b,397,33.7 Jupiters,9.01,2018,HD 13931 b,HD 13931,1,1.0,Radial Velocity,2009.0,W. M. Keck Observatory,0.0,4218.0,390.0,-390.0,0.0,5.15,0.33,-0.33,0.0,13.3,,,0.0,1.19,,,0.0,699.226,66.7443,-66.7443,0,2.2,0.21,-0.21,0.0,Msini,0.02,0.04,-0.04,0.0,,,,,,,,,0,G0,5867.0
534,HD 148427 b,233,1.3 Jupiters,6.895,2009,HD 139357 b,HD 139357,1,1.0,Radial Velocity,2008.0,Thueringer Landessternwarte Tautenburg,0.0,1125.7,9.0,-9.0,0.0,2.36,0.2,-0.2,0.0,12.5,,,0.0,1.11,,,0.0,3101.89,683.306,-683.306,0,9.76,2.15,-2.15,0.0,Msini,0.1,0.02,-0.02,0.0,,,,,,,,,0,K0,4700.0
535,HD 149026 b,248,0.38 Jupiters,8.15,2005,HD 1397 b,HD 1397,1,1.0,Transit,2018.0,Transiting Exoplanet Survey Satellite (TESS),0.0,11.53533,0.00079,-0.0008,0.0,0.1097,0.0011,-0.0013,0.0,11.5,0.28,-0.303,0.0,1.026,0.025,-0.027,0.0,131.89945,6.3566,-6.3566,0,0.415,0.02,-0.02,0.0,Mass,0.251,0.02,-0.019,0.0,356.0,12.0,-12.0,0.0,1228,10.0,-10.0,0.0,0,G5 III/IV,5521.0
536,HD 149143 b,240,1.33 Jupiters,7.89,2005,HD 14067 b,HD 14067,1,1.0,Radial Velocity,2014.0,Okayama Astrophysical Observatory,0.0,1455.0,13.0,-12.0,0.0,3.4,0.1,-0.1,0.0,12.6,,,0.0,1.12,,,0.0,2479.0,222.5,-222.5,0,7.8,0.7,-0.7,0.0,Msini,0.533,0.043,-0.047,0.0,,,,,,,,,0,G9 III,4815.0
537,HD 1502 b,626,2.75 Jupiters,8.36,2011,HD 141004 b,HD 141004,1,1.0,Radial Velocity,2021.0,Multiple Observatories,0.0,15.5083,0.0016,-0.0018,0.0,0.1238,0.002,-0.002,0.0,3.77,,,0.0,0.336,,,0.0,13.63484,1.46201,-1.46201,0,0.0429,0.0046,-0.0046,0.0,Msini,0.16,0.11,-0.1,0.0,,,,,,,,,0,G0Vvar,5885.38
538,HD 150706 b,92,2.71 Jupiters,7.02,2012,HD 141399 b,HD 141399,1,4.0,Radial Velocity,2014.0,Multiple Observatories,0.0,94.44,0.05,-0.05,0.0,0.415,0.011,-0.011,0.0,14.3,,,0.0,1.28,,,0.0,143.34133,9.5349,-9.5349,0,0.451,0.03,-0.03,0.0,Msini,0.04,0.02,-0.02,0.0,,,,,,,,,0,K0,5600.0
539,HD 152079 b,287,2.661 Jupiters,9.182,2009,HD 141399 c,HD 141399,1,4.0,Radial Velocity,2014.0,Multiple Observatories,0.0,201.99,0.08,-0.08,0.0,0.689,0.02,-0.02,0.0,13.6,,,0.0,1.22,,,0.0,422.7139,25.4264,-25.4264,0,1.33,0.08,-0.08,0.0,Msini,0.048,0.009,-0.009,0.0,,,,,,,,,0,K0,5600.0
540,HD 152581 b,543,1.869 Jupiters,8.38,2011,HD 141399 d,HD 141399,1,4.0,Radial Velocity,2014.0,Multiple Observatories,0.0,1069.8,6.7,-6.7,0.0,2.09,0.06,-0.06,0.0,13.7,,,0.0,1.22,,,0.0,375.0394,25.4264,-25.4264,0,1.18,0.08,-0.08,0.0,Msini,0.074,0.025,-0.025,0.0,,,,,,,,,0,K0,5600.0
541,HD 15337 b,146,7.51 Earths,9.088,2019,HD 141399 e,HD 141399,1,4.0,Radial Velocity,2014.0,Multiple Observatories,0.0,5000.0,560.0,-2000.0,0.0,5.0,1.5,-1.5,0.0,14.1,,,0.0,1.25,,,0.0,209.7678,31.783,-31.783,0,0.66,0.1,-0.1,0.0,Msini,0.26,0.22,-0.22,0.0,,,,,,,,,0,K0,5600.0
542,HD 15337 c,146,8.11 Earths,9.088,2019,HD 141937 b,HD 141937,1,1.0,Radial Velocity,2002.0,La Silla Observatory,0.0,653.21997,1.2,-1.2,0.0,1.5,0.03,-0.03,0.0,12.5,,,0.0,1.11,,,0.0,3079.7727,127.132,-127.132,0,9.69,0.4,-0.4,0.0,Msini,0.41,0.01,-0.01,0.0,,,,,,,,,0,G2/G3 V,5870.0
543,HD 153950 b,158,2.95 Jupiters,7.39,2008,HD 142 b,HD 142,2,2.0,Radial Velocity,2001.0,Anglo-Australian Telescope,0.0,349.7,1.2,-1.2,0.0,1.02,0.03,-0.03,0.0,13.7,,,0.0,1.22,,,0.0,397.27,47.67,-47.67,0,1.25,0.15,-0.15,0.0,Msini,0.17,0.06,-0.06,0.0,,,,,,,,,0,G1 IV,6245.0
544,HD 154345 b,60,0.82 Jupiters,6.76,2006,HD 142 c,HD 142,2,2.0,Radial Velocity,2012.0,Anglo-Australian Telescope,0.0,6005.0,477.0,-477.0,0.0,6.8,0.5,-0.5,0.0,12.8,,,0.0,1.14,,,0.0,1684.4,222.5,-222.5,0,5.3,0.7,-0.7,0.0,Msini,0.21,0.07,-0.07,0.0,,,,,,,,,0,F7V,6245.0
545,HD 154672 b,206,5.37 Jupiters,8.21,2008,HD 142022 A b,HD 142022 A,2,1.0,Radial Velocity,2005.0,La Silla Observatory,0.0,1928.0,46.0,-46.0,0.0,2.93,0.07,-0.07,0.0,12.9,,,0.0,1.15,,,0.0,1411.1652,1007.5211,-1007.5211,0,4.44,3.17,-3.17,0.0,Msini,0.53,0.2,-0.2,0.0,,,,,,,,,0,K0,5421.0
546,HD 154857 b,207,2.45 Jupiters,7.238,2004,HD 142245 b,HD 142245,3,1.0,Radial Velocity,2011.0,W. M. Keck Observatory,0.0,1299.0,48.0,-48.0,0.0,2.78,0.09,-0.09,0.0,13.1,,,0.0,1.17,,,0.0,975.7381,133.4886,-133.4886,0,3.07,0.42,-0.42,0.0,Msini,0.0,,,0.0,,,,,,,,,0,K0,4922.0
547,HD 154857 c,207,2.58 Jupiters,7.238,2014,HD 142415 b,HD 142415,1,1.0,Radial Velocity,2003.0,La Silla Observatory,0.0,386.29999,1.6,-1.6,0.0,1.06,0.02,-0.02,0.0,13.5,,,0.0,1.2,,,0.0,530.7761,38.1396,-38.1396,0,1.67,0.12,-0.12,0.0,Msini,0.5,,,0.0,,,,,,,,,0,G1 V,5940.0
548,HD 155233 b,245,2.6 Jupiters,6.818,2015,HD 143105 b,HD 143105,1,1.0,Radial Velocity,2016.0,Haute-Provence Observatory,0.0,2.1974,0.0003,-0.0003,0.0,0.0379,0.0009,-0.0009,0.0,13.7,,,0.0,1.22,,,0.0,384.5743,19.0698,-19.0698,0,1.21,0.06,-0.06,0.0,Msini,0.07,,,1.0,,,,,,,,,0,F5,6380.0
549,HD 155358 b,142,0.99 Jupiters,7.27,2007,HD 143361 b,HD 143361,1,1.0,Radial Velocity,2008.0,Las Campanas Observatory,0.0,1039.15,1.64,-1.7,0.0,1.988,0.018,-0.018,0.0,13.1,,,0.0,1.16,,,0.0,1122.57556,20.65895,-20.97678,0,3.532,0.065,-0.066,0.0,Msini,0.197,0.006,-0.006,0.0,,,,,,,,,0,G6 V,5507.0
550,HD 155358 c,142,0.82 Jupiters,7.27,2007,HD 145377 b,HD 145377,1,1.0,Radial Velocity,2008.0,La Silla Observatory,0.0,103.95,0.13,-0.13,0.0,0.45,0.01,-0.01,0.0,12.8,,,0.0,1.14,,,0.0,1913.3366,152.5584,-152.5584,0,6.02,0.48,-0.48,0.0,Msini,0.31,0.02,-0.02,0.0,,,,,,,,,0,G3 V,6014.0
551,HD 156279 b,118,9.88 Jupiters,8.1,2011,HD 145457 b,HD 145457,1,1.0,Radial Velocity,2010.0,Subaru Telescope,0.0,176.3,0.39,-0.39,0.0,0.76,0.04,-0.04,0.0,13.3,,,0.0,1.19,,,0.0,708.7609,133.4886,-133.4886,0,2.23,0.42,-0.42,0.0,Msini,0.11,0.04,-0.04,0.0,,,,,,,,,0,K0,4769.0
552,HD 156279 c,118,8.6 Jupiters,8.1,2018,HD 145675 c,14 Her,1,2.0,Radial Velocity,2021.0,Multiple Observatories,0.0,25000.0,24000.0,-9200.0,0.0,16.4,9.3,-4.3,0.0,12.8,,,0.0,1.14,,,0.0,1843.40476,444.95977,-317.82841,0,5.8,1.4,-1.0,0.0,Msini,0.45,0.17,-0.15,0.0,,,,,,,,,0,K0V,5314.94
553,HD 156411 b,186,0.74 Jupiters,6.673,2009,HD 145934 b,HD 145934,1,1.0,Radial Velocity,2015.0,W. M. Keck Observatory,0.0,2730.0,100.0,-100.0,0.0,4.6,0.14,-0.14,0.0,13.3,,,0.0,1.19,,,0.0,724.62,82.63,-82.63,0,2.28,0.26,-0.26,0.0,Msini,0.053,0.053,-0.063,0.0,,,,,,,,,0,K0,4823.75
554,HD 156668 b,79,4.15 Earths,8.42,2010,HD 1461 b,HD 1461,1,2.0,Radial Velocity,2010.0,W. M. Keck Observatory,0.0,5.77152,0.00045,-0.00045,0.0,0.0634,0.0022,-0.0022,0.0,2.42,,,0.0,0.216,,,0.0,6.44,0.61,-0.61,0,0.02026,0.00192,-0.00192,0.0,Msini,0.172,,,1.0,,,,,,,,,0,G0 V,5765.0
555,HD 156846 b,156,10.67 Jupiters,6.506,2007,HD 1461 c,HD 1461,1,2.0,Radial Velocity,2015.0,La Silla Observatory,0.0,13.5052,0.0029,-0.0029,0.0,0.1117,0.0039,-0.0039,0.0,2.23,,,0.0,0.199,,,0.0,5.59,0.73,-0.73,0,0.01759,0.0023,-0.0023,0.0,Msini,0.305,,,1.0,,,,,,,,,0,G0 V,5765.0
556,HD 158038 b,310,1.53 Jupiters,7.64,2011,HD 147018 b,HD 147018,1,2.0,Radial Velocity,2009.0,La Silla Observatory,0.0,44.236,0.008,-0.008,0.0,0.2388,0.0039,-0.0039,0.0,13.4,,,0.0,1.19,,,0.0,674.0,20.0,-20.0,0,2.12,0.07,-0.07,0.0,Msini,0.4686,0.0081,-0.0081,0.0,,,,,,,,,0,G9 V,5441.0
557,HD 158259 b,88,2.22 Earths,6.46,2020,HD 147018 c,HD 147018,1,2.0,Radial Velocity,2009.0,La Silla Observatory,0.0,1008.0,18.0,-18.0,0.0,1.922,0.039,-0.039,0.0,12.7,,,0.0,1.13,,,0.0,2080.0,100.0,-100.0,0,6.56,0.32,-0.32,0.0,Msini,0.133,0.011,-0.011,0.0,,,,,,,,,0,G9 V,5441.0
558,HD 158259 c,88,5.6 Earths,6.46,2020,HD 147379 b,HD 147379,2,1.0,Radial Velocity,2017.0,Calar Alto Observatory,0.0,86.78,0.16,-0.15,0.0,0.323,0.005,-0.006,0.0,5.82,,,0.0,0.519,,,0.0,28.55,1.49,-1.45,0,0.08983,0.00469,-0.00456,0.0,Msini,0.07,0.04,-0.04,0.0,,,,,,,,,0,M1,4156.0
559,HD 158259 d,88,5.41 Earths,6.46,2020,HD 147513 b,HD 147513,2,1.0,Radial Velocity,2003.0,La Silla Observatory,0.0,528.4,6.3,-6.3,0.0,1.32,,,0.0,13.7,,,0.0,1.22,,,0.0,385.0,,,0,1.21,,,0.0,Msini,0.26,0.05,-0.05,0.0,,,,,,,,,0,G3/5V,5883.0
560,HD 158259 e,88,6.08 Earths,6.46,2020,HD 14787 b,HD 14787,1,1.0,Radial Velocity,2018.0,W. M. Keck Observatory,0.0,676.6,8.1,-8.1,0.0,1.7,0.19,-0.19,0.0,13.7,,,0.0,1.23,,,0.0,356.28743,21.93027,-21.93027,0,1.121,0.069,-0.069,0.0,Msini,0.155,0.073,-0.073,0.0,,,,,,,,,0,G5,4946.0
561,HD 158259 f,88,6.14 Earths,6.46,2020,HD 147873 b,HD 147873,2,2.0,Radial Velocity,2016.0,Multiple Observatories,0.0,116.596,0.023,-0.023,0.0,0.522,0.018,-0.018,0.0,12.8,,,0.0,1.15,,,0.0,1633.6462,108.0622,-108.0622,0,5.14,0.34,-0.34,0.0,Msini,0.207,0.013,-0.013,0.0,,,,,,,,,0,G1 V,5972.0
562,HD 158996 b,933,14 Jupiters,5.706,2018,HD 147873 c,HD 147873,2,2.0,Radial Velocity,2016.0,Multiple Observatories,0.0,491.54,0.79,-0.79,0.0,1.36,0.05,-0.05,0.0,13.3,,,0.0,1.19,,,0.0,731.009,57.2094,-57.2094,0,2.3,0.18,-0.18,0.0,Msini,0.23,0.03,-0.03,0.0,,,,,,,,,0,G1 V,5972.0
563,HD 159243 b,240,1.13 Jupiters,8.646,2013,HD 148156 b,HD 148156,1,1.0,Radial Velocity,2009.0,La Silla Observatory,0.0,1027.0,28.0,-28.0,0.0,2.45,0.04,-0.05,0.0,13.9,,,0.0,1.24,,,0.0,270.144,212.937,-15.8908,0,0.85,0.67,-0.05,0.0,Msini,0.52,0.04,-0.09,0.0,,,,,,,,,0,G0/2 V,6308.0
564,HD 159243 c,240,1.9 Jupiters,8.646,2013,HD 148164 b,HD 148164,1,2.0,Radial Velocity,2018.0,W. M. Keck Observatory,0.0,328.55,0.41,-0.41,0.0,0.993,0.066,-0.066,0.0,13.7,,,0.0,1.22,,,0.0,390.9309,79.4575,-79.4575,0,1.23,0.25,-0.25,0.0,Msini,0.587,0.026,-0.026,0.0,,,,,,,,,0,F8,6032.0
565,HD 159868 b,182,2.218 Jupiters,7.24,2006,HD 148164 c,HD 148164,1,2.0,Radial Velocity,2018.0,W. M. Keck Observatory,0.0,5062.0,114.0,-114.0,0.0,6.15,0.5,-0.5,0.0,12.8,,,0.0,1.15,,,0.0,1640.0028,260.6206,-260.6206,0,5.16,0.82,-0.82,0.0,Msini,0.125,0.017,-0.017,0.0,,,,,,,,,0,F8,6032.0
566,HD 159868 c,182,0.768 Jupiters,7.24,2012,HD 148427 b,HD 148427,1,1.0,Radial Velocity,2009.0,Lick Observatory,0.0,331.5,3.0,-3.0,0.0,1.04,0.02,-0.02,0.0,13.6,,,0.0,1.22,,,0.0,413.179,54.0311,-54.0311,0,1.3,0.17,-0.17,0.0,Msini,0.16,0.08,-0.08,0.0,,,,,,,,,0,K0 III/IV,5025.0
567,HD 1605 b,290,0.934 Jupiters,7.52,2015,HD 149026 b,HD 149026,1,1.0,Radial Velocity,2005.0,Subaru Telescope,0.0,2.87589,2e-06,-2e-06,0.0,0.04364,0.00022,-0.00022,0.0,8.295,0.224,-0.224,0.0,0.74,0.02,-0.02,0.0,120.7754,19.0698,-19.0698,0,0.38,0.06,-0.06,0.0,Mass,0.0,,,0.0,,,,,1626,69.0,-37.0,0.0,0,G0,6179.0
568,HD 1605 c,290,3.62 Jupiters,7.52,2015,HD 149143 b,HD 149143,1,1.0,Radial Velocity,2005.0,Haute-Provence Observatory,0.0,4.07182,1e-05,-1e-05,0.0,0.053,0.0029,-0.0029,0.0,13.6,,,0.0,1.22,,,0.0,422.7139,47.6745,-47.6745,0,1.33,0.15,-0.15,0.0,Msini,0.0167,0.004,-0.004,0.0,,,,,,,,,0,G0,5856.0
569,HD 160691 b,51,1.676 Jupiters,5.15,2000,HD 1502 b,HD 1502,1,1.0,Radial Velocity,2011.0,W. M. Keck Observatory,0.0,428.5,1.2,-1.2,0.0,1.262,0.092,-0.092,0.0,13.2,,,0.0,1.18,,,0.0,874.0325,50.8528,-50.8528,0,2.75,0.16,-0.16,0.0,Msini,0.031,0.022,-0.022,0.0,,,,,,,,,0,K0,4947.0
570,HD 160691 c,51,1.814 Jupiters,5.15,2004,HD 150706 b,HD 150706,1,1.0,Radial Velocity,2012.0,Haute-Provence Observatory,0.0,5894.0,5584.0,-1498.0,0.0,6.7,4.0,-1.4,0.0,13.2,,,0.0,1.18,,,0.0,861.28,362.31,-209.76,0,2.71,1.14,-0.66,0.0,Msini,0.38,0.28,-0.32,0.0,,,,,,,,,0,G0 V,5961.0
571,HD 160691 d,51,10.5547 Earths,5.15,2004,HD 152079 b,HD 152079,1,1.0,Radial Velocity,2009.0,Las Campanas Observatory,0.0,2918.92,37.87,-39.28,0.0,4.187,0.051,-0.053,0.0,13.2,,,0.0,1.18,,,0.0,845.74563,14.62018,-14.62018,0,2.661,0.046,-0.046,0.0,Msini,0.532,0.015,-0.016,0.0,,,,,,,,,0,G6 V,5907.0
572,HD 160691 e,51,0.5219 Jupiters,5.15,2006,HD 152581 b,HD 152581,1,1.0,Radial Velocity,2011.0,W. M. Keck Observatory,0.0,686.5,4.8,-4.8,0.0,1.66,0.3,-0.3,0.0,13.4,,,0.0,1.2,,,0.0,594.02427,22.56593,-22.56593,0,1.869,0.071,-0.071,0.0,Msini,0.04,0.031,-0.031,0.0,,,,,,,,,0,K0,5027.0
573,HD 16141 b,123,0.26 Jupiters,6.83,2000,HD 152843 b,HD 152843,1,2.0,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),0.0,11.6264,0.0022,-0.0025,0.0,0.1053,0.003,-0.0031,0.0,3.41,0.14,-0.12,0.0,0.304,0.012,-0.011,0.0,11.56,6.58,-6.14,0,0.03637,0.0207,-0.01932,0.0,Mass,0.14,0.25,-0.1,0.0,255.7,21.6,-19.7,0.0,1120,,,,0,G0,6310.0
